Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
01/18/2015,Completed,01/20/2015,15-00091821,Sanitation Code Violation,Standing water,7460 N ROGERS AVE,60626,1163779.25040239,1949572.89287856,49,24,1,42.0172612623391,-87.67266759134247,"(42.0172612623391, -87.67266759134247)"
01/15/2015,Completed,01/21/2015,15-00077999,Sanitation Code Violation,Standing water,206 S LAVERGNE AVE,60644,1143288.24289132,1898812.66101433,28,15,25,41.87837984375292,-87.74934292348794,"(41.87837984375292, -87.74934292348794)"
01/21/2015,Completed,01/23/2015,15-00111366,Sanitation Code Violation,Standing water,3608 W 18TH ST,60623,1152584.77998163,1891136.73011668,24,10,29,41.85713757509816,-87.71541066453076,"(41.85713757509816, -87.71541066453076)"
01/25/2015,Completed,01/27/2015,15-00138062,Sanitation Code Violation,Standing water,3330 N WESTERN AVE,60618,1159813.30042185,1922047.81033074,47,19,5,41.9418143085677,-87.68802438576333,"(41.9418143085677, -87.68802438576333)"
02/08/2015,Completed,02/10/2015,15-00237722,Sanitation Code Violation,Standing water,7460 N ROGERS AVE,60626,1163779.25040239,1949572.89287856,49,24,1,42.0172612623391,-87.67266759134247,"(42.0172612623391, -87.67266759134247)"
01/24/2015,Completed,02/16/2015,15-00134885,Sanitation Code Violation,Standing water,5601 W MADISON ST,60644,1139046.65650773,1899464.00350524,29,15,25,41.88024535497933,-87.7649014916244,"(41.88024535497933, -87.7649014916244)"
02/15/2015,Completed,02/19/2015,15-00294615,Sanitation Code Violation,Standing water,3214 W 23RD ST,60623,1155244.82833074,1888534.8774114,24,10,30,41.84994484852682,-87.70571653434334,"(41.84994484852682, -87.70571653434334)"
03/08/2015,Completed,03/09/2015,15-00597972,Sanitation Code Violation,Standing water,7455 N ROGERS AVE,60626,1163719.61141228,1949534.48597524,49,24,1,42.01715713605975,-87.67288813857606,"(42.01715713605975, -87.67288813857606)"
03/03/2015,Completed,03/09/2015,15-00510663,Sanitation Code Violation,Standing water,8912 S MERRILL AVE,60617,1192058.10370572,1846302.38272851,7,4,48,41.73323835534667,-87.57198080120408,"(41.73323835534667, -87.57198080120408)"
03/09/2015,Completed,03/10/2015,15-00609267,Sanitation Code Violation,Standing water,2137 W ROSCOE ST,60618,1161399.48051354,1922554.0994842,32,19,5,41.9431706810162,-87.6821803721287,"(41.9431706810162, -87.6821803721287)"
03/09/2015,Completed,03/10/2015,15-00624074,Sanitation Code Violation,Standing water,136 S PEORIA ST,60607,1170434.82379101,1899599.12542253,2,12,28,41.87998782873594,-87.64964368608845,"(41.87998782873594, -87.64964368608845)"
03/08/2015,Completed,03/11/2015,15-00589617,Sanitation Code Violation,Standing water,4557 N VIRGINIA AVE,60625,1157731.02088358,1930191.70000261,47,19,4,41.96420439421905,-87.69545486606205,"(41.96420439421905, -87.69545486606205)"
03/12/2015,Completed,03/16/2015,15-00693170,Sanitation Code Violation,Standing water,2415 W BYRON ST,60618,1159580.50706991,1925828.45670735,47,19,5,41.95219343394888,-87.6887755049294,"(41.95219343394888, -87.6887755049294)"
03/16/2015,Completed,03/17/2015,15-00763954,Sanitation Code Violation,Standing water,3710 W 83RD ST,60652,1153101.90688845,1849290.45847811,18,8,70,41.742295161911926,-87.71461810014911,"(41.742295161911926, -87.71461810014911)"
03/27/2015,Completed,03/30/2015,15-00962557,Sanitation Code Violation,Standing water,4826 N WOLCOTT AVE,60640,1162948.28729525,1932078.38417314,47,20,4,41.96927335453338,-87.67621931503916,"(41.96927335453338, -87.67621931503916)"
03/26/2015,Completed - Dup,03/30/2015,15-00944165,Sanitation Code Violation,Standing water,3528 W BELDEN AVE,60647,1152562.13270368,1915064.65399804,26,14,22,41.92279866360853,-87.71486074273093,"(41.92279866360853, -87.71486074273093)"
03/31/2015,Completed - Dup,03/31/2015,15-01042393,Sanitation Code Violation,Standing water,3352 S HALSTED ST,60608,1171522.0374262,1882445.29986671,11,9,60,41.83289253587351,-87.64615569802582,"(41.83289253587351, -87.64615569802582)"
04/03/2015,Completed,04/09/2015,15-01120044,Sanitation Code Violation,Standing water,3524 N SACRAMENTO AVE,60618,1155758.64908925,1923263.76323419,33,17,21,41.94523375912355,-87.70289410648058,"(41.94523375912355, -87.70289410648058)"
04/09/2015,Completed,04/10/2015,15-01229989,Sanitation Code Violation,Standing water,1017 N HONORE ST,60622,1163882.54572401,1906813.8973896,1,12,24,41.899926444515465,-87.67349903572257,"(41.899926444515465, -87.67349903572257)"
04/09/2015,Completed,04/10/2015,15-01230007,Sanitation Code Violation,Standing water,1019 N HONORE ST,60622,1163882.14572401,1906827.1973896,1,12,24,41.899962949141404,-87.67350012920004,"(41.899962949141404, -87.67350012920004)"
04/13/2015,Completed,04/14/2015,15-01311674,Sanitation Code Violation,Standing water,5213 S RICHMOND ST,60632,1157591.92613424,1869935.84711261,14,9,63,41.798859423491905,-87.69760738158988,"(41.798859423491905, -87.69760738158988)"
04/09/2015,Completed,04/15/2015,15-01219216,Sanitation Code Violation,Standing water,1560 W DEVON AVE,60660,1164516.0101659,1942588.75386575,40,24,1,41.99808100600901,-87.67015558118752,"(41.99808100600901, -87.67015558118752)"
04/15/2015,Completed,04/16/2015,15-01351390,Sanitation Code Violation,Standing water,534 N DEARBORN ST,60654,1175843.67977093,1903908.42789445,42,18,8,41.891692840118225,-87.62965348939687,"(41.891692840118225, -87.62965348939687)"
03/16/2015,Completed,04/16/2015,15-00772749,Sanitation Code Violation,Standing water,9132 S AVALON AVE,60619,1186129.41517573,1844677.27939,8,4,47,41.728920757011664,-87.59375129460058,"(41.728920757011664, -87.59375129460058)"
04/26/2015,Completed,04/27/2015,15-01595009,Sanitation Code Violation,Standing water,3108 N PAULINA ST,60657,1164445.152399,1920720.51791691,32,19,6,41.9380752027631,-87.67103810134742,"(41.9380752027631, -87.67103810134742)"
04/23/2015,Completed,04/27/2015,15-01529049,Sanitation Code Violation,Standing water,2142 N ALBANY AVE,60647,1155174.75321233,1914010.30122614,35,14,22,41.91985332615626,-87.70528944397218,"(41.91985332615626, -87.70528944397218)"
04/20/2015,Completed,04/29/2015,15-01458953,Sanitation Code Violation,Standing water,9214 S LOOMIS ST,60620,1168614.19039759,1843645.53797555,21,22,73,41.72648456923579,-87.65794319888975,"(41.72648456923579, -87.65794319888975)"
04/04/2015,Completed,04/30/2015,15-01143603,Sanitation Code Violation,Standing water,3929 S INDIANA AVE,60653,1178246.16498938,1878989.78891129,3,2,38,41.8232600875548,-87.62158897183909,"(41.8232600875548, -87.62158897183909)"
04/30/2015,Completed,05/04/2015,15-01702350,Sanitation Code Violation,Standing water,3929 S INDIANA AVE,60653,1178246.16498938,1878989.78891129,3,2,38,41.8232600875548,-87.62158897183909,"(41.8232600875548, -87.62158897183909)"
04/28/2015,Completed,05/05/2015,15-01651627,Sanitation Code Violation,Standing water,10001 S LAFAYETTE AVE,60628,1177690.2106011,1838656.04559999,9,5,49,41.7125925190833,-87.6248473809203,"(41.7125925190833, -87.6248473809203)"
04/21/2015,Completed,05/05/2015,15-01478766,Sanitation Code Violation,Standing water,701 W 59TH ST,60621,1172632.43489693,1865754.40308963,20,7,68,41.787066607649585,-87.64257372054998,"(41.787066607649585, -87.64257372054998)"
05/08/2015,Completed,05/11/2015,15-01885530,Sanitation Code Violation,Standing water,7438 W BIRCHWOOD AVE,60631,1125704.23913338,1949217.67030502,41,16,9,42.01700741994665,-87.81278483667462,"(42.01700741994665, -87.81278483667462)"
05/06/2015,Completed - Dup,05/11/2015,15-01850912,Sanitation Code Violation,Standing water,1017 N HONORE ST,60622,1163882.54572401,1906813.8973896,1,12,24,41.899926444515465,-87.67349903572257,"(41.899926444515465, -87.67349903572257)"
05/06/2015,Completed,05/11/2015,15-01850746,Sanitation Code Violation,Standing water,1017 N HONORE ST,60622,1163882.54572401,1906813.8973896,1,12,24,41.899926444515465,-87.67349903572257,"(41.899926444515465, -87.67349903572257)"
05/11/2015,Completed,05/12/2015,15-01905385,Sanitation Code Violation,Standing water,2142 N ALBANY AVE,60647,1155174.75321233,1914010.30122614,35,14,22,41.91985332615626,-87.70528944397218,"(41.91985332615626, -87.70528944397218)"
05/08/2015,Completed,05/12/2015,15-01883593,Sanitation Code Violation,Standing water,4861 W CORNELIA AVE,60641,1143325.77891426,1922828.38101418,38,16,15,41.94428086748145,-87.74860393963468,"(41.94428086748145, -87.74860393963468)"
05/04/2015,Completed,05/12/2015,15-01792719,Sanitation Code Violation,Standing water,4313 N KEELER AVE,60641,1147627.89301898,1928334.65921602,45,17,16,41.95930891650375,-87.73264924322986,"(41.95930891650375, -87.73264924322986)"
05/13/2015,Completed,05/14/2015,15-01955148,Sanitation Code Violation,Standing water,144 E ONTARIO ST,60611,1177371.63521908,1904520.84099011,42,18,8,41.89333880920928,-87.62402347846677,"(41.89333880920928, -87.62402347846677)"
05/13/2015,Completed,05/14/2015,15-01963917,Sanitation Code Violation,Standing water,4861 W CORNELIA AVE,60641,1143325.77891426,1922828.38101418,38,16,15,41.94428086748145,-87.74860393963468,"(41.94428086748145, -87.74860393963468)"
05/14/2015,Completed,05/15/2015,15-01982826,Sanitation Code Violation,Standing water,144 E ONTARIO ST,60611,1177371.63521908,1904520.84099011,42,18,8,41.89333880920928,-87.62402347846677,"(41.89333880920928, -87.62402347846677)"
05/12/2015,Completed,05/15/2015,15-01936556,Sanitation Code Violation,Standing water,2554 N BERNARD ST,60647,1152947.02008277,1916767.85790816,26,14,22,41.92746477090157,-87.71340128735216,"(41.92746477090157, -87.71340128735216)"
05/12/2015,Completed,05/15/2015,15-01939395,Sanitation Code Violation,Standing water,4313 N KEELER AVE,60641,1147627.89301898,1928334.65921602,45,17,16,41.95930891650375,-87.73264924322986,"(41.95930891650375, -87.73264924322986)"
05/21/2015,Completed,05/22/2015,15-02161996,Sanitation Code Violation,Standing water,6107 N CAMPBELL AVE,60659,1158550.75478662,1940465.41348864,40,24,2,41.99237915774174,-87.69215819934936,"(41.99237915774174, -87.69215819934936)"
05/11/2015,Completed,05/26/2015,15-01912194,Sanitation Code Violation,Standing water,6550 S SPAULDING AVE,60629,1155521.04482944,1860911.14686931,23,8,66,41.77413610971229,-87.70544352008129,"(41.77413610971229, -87.70544352008129)"
05/23/2015,Completed,05/27/2015,15-02194984,Sanitation Code Violation,Standing water,6308 N LEADER AVE,60646,1142404.79217531,1941225.20737885,39,16,12,41.99478044458957,-87.75152993307037,"(41.99478044458957, -87.75152993307037)"
05/27/2015,Completed - Dup,05/28/2015,15-02296612,Sanitation Code Violation,Standing water,4209 W 30TH ST,60623,1148762.69302671,1884377.60967817,22,10,30,41.83866430376875,-87.72961442092614,"(41.83866430376875, -87.72961442092614)"
05/27/2015,Completed,05/28/2015,15-02288183,Sanitation Code Violation,Standing water,4209 W 30TH ST,60623,1148762.69302671,1884377.60967817,22,10,30,41.83866430376875,-87.72961442092614,"(41.83866430376875, -87.72961442092614)"
05/28/2015,Completed - Dup,05/29/2015,15-02311840,Sanitation Code Violation,Standing water,3451 N LOCKWOOD AVE,60641,1140418.27707605,1922527.81660599,30,16,15,41.943510018343126,-87.75929818559727,"(41.943510018343126, -87.75929818559727)"
05/27/2015,Completed,05/29/2015,15-02291038,Sanitation Code Violation,Standing water,3451 N LOCKWOOD AVE,60641,1140418.27707605,1922527.81660599,30,16,15,41.943510018343126,-87.75929818559727,"(41.943510018343126, -87.75929818559727)"
05/31/2015,Completed,06/01/2015,15-02372848,Sanitation Code Violation,Standing water,225 E OHIO ST,60611,1177904.23702066,1904244.95816773,42,18,8,41.892569674830504,-87.62207584789316,"(41.892569674830504, -87.62207584789316)"
05/29/2015,Completed,06/01/2015,15-02334148,Sanitation Code Violation,Standing water,700 N GREEN ST,60642,1170594.39886868,1905102.0842886,27,12,24,41.895084821870874,-87.64889658395141,"(41.895084821870874, -87.64889658395141)"
05/29/2015,Completed - Dup,06/02/2015,15-02327290,Sanitation Code Violation,Standing water,4209 W 30TH ST,60623,1148762.69302671,1884377.60967817,22,10,30,41.83866430376875,-87.72961442092614,"(41.83866430376875, -87.72961442092614)"
05/29/2015,Completed,06/02/2015,15-02327094,Sanitation Code Violation,Standing water,4209 W 30TH ST,60623,1148762.69302671,1884377.60967817,22,10,30,41.83866430376875,-87.72961442092614,"(41.83866430376875, -87.72961442092614)"
05/29/2015,Completed,06/02/2015,15-02336597,Sanitation Code Violation,Standing water,4407 W 31ST ST,60623,1147476.78549987,1883809.09988146,22,10,30,41.837128941078014,-87.73434766624362,"(41.837128941078014, -87.73434766624362)"
06/02/2015,Completed,06/03/2015,15-02417851,Sanitation Code Violation,Standing water,1614 W 38TH ST,60609,1166165.0250202,1879532.76519924,12,9,59,41.825016151921055,-87.66589448617536,"(41.825016151921055, -87.66589448617536)"
05/28/2015,Completed,06/03/2015,15-02316017,Sanitation Code Violation,Standing water,2208 N ROCKWELL ST,60647,1158577.07549809,1914827.78443374,1,14,22,41.92202750626745,-87.69276630246335,"(41.92202750626745, -87.69276630246335)"
05/26/2015,Completed,06/03/2015,15-02267503,Sanitation Code Violation,Standing water,4618 W 59TH ST,60629,1146596.96082608,1864992.50751091,13,8,56,41.78551017498651,-87.73805442007708,"(41.78551017498651, -87.73805442007708)"
06/03/2015,Completed,06/04/2015,15-02444033,Sanitation Code Violation,Standing water,3420 N LAKE SHORE DR,60657,1172735.52630066,1922715.62007772,44,19,6,41.94337003860969,-87.64051022874878,"(41.94337003860969, -87.64051022874878)"
06/03/2015,Completed,06/04/2015,15-02449064,Sanitation Code Violation,Standing water,1045 W LELAND AVE,60640,1168344.91290856,1931380.11262058,46,19,3,41.967241980419914,-87.65639630710375,"(41.967241980419914, -87.65639630710375)"
06/01/2015,Completed,06/04/2015,15-02395720,Sanitation Code Violation,Standing water,963 E 40TH ST,60653,1183610.9333708,1878798.36168866,4,2,36,41.82261115978356,-87.60191390340474,"(41.82261115978356, -87.60191390340474)"
05/19/2015,Completed,06/04/2015,15-02116036,Sanitation Code Violation,Standing water,818 S KEDVALE AVE,60624,1148847.14072181,1896027.9813769,24,11,26,41.87063275254093,-87.72900364936079,"(41.87063275254093, -87.72900364936079)"
06/07/2015,Completed,06/08/2015,15-02534628,Sanitation Code Violation,Standing water,1350 W FLETCHER ST,60657,1167104.47509165,1921039.17268207,32,19,6,41.9388928141148,-87.66125540193029,"(41.9388928141148, -87.66125540193029)"
06/07/2015,Completed,06/09/2015,15-02535069,Sanitation Code Violation,Standing water,3520 N SACRAMENTO AVE,60618,1155759.34908925,1923236.16323419,33,17,21,41.94515800871455,-87.7028922796952,"(41.94515800871455, -87.7028922796952)"
05/13/2015,Completed,06/09/2015,15-01959924,Sanitation Code Violation,Standing water,12110 S BISHOP ST,60643,1168854.51428384,1824394.43570967,34,5,53,41.673651272587335,-87.65761614139366,"(41.673651272587335, -87.65761614139366)"
06/08/2015,Completed,06/10/2015,15-02560481,Sanitation Code Violation,Standing water,4014 S OAKENWALD AVE,60653,1183882.67997145,1878776.79997863,4,2,36,41.82254564060261,-87.60091766677412,"(41.82254564060261, -87.60091766677412)"
06/08/2015,Completed,06/10/2015,15-02560535,Sanitation Code Violation,Standing water,963 E 40TH ST,60653,1183610.9333708,1878798.36168866,4,2,36,41.82261115978356,-87.60191390340474,"(41.82261115978356, -87.60191390340474)"
06/11/2015,Completed,06/12/2015,15-02640148,Sanitation Code Violation,Standing water,4574 N MOBILE AVE,60630,1133517.729893,1929954.56218395,38,16,15,41.964013790479186,-87.78448688582071,"(41.964013790479186, -87.78448688582071)"
06/08/2015,Completed - Dup,06/12/2015,15-02573572,Sanitation Code Violation,Standing water,1015 N HONORE ST,60622,1163882.94572401,1906800.4973896,1,12,24,41.899889665481886,-87.67349794507112,"(41.899889665481886, -87.67349794507112)"
06/08/2015,Completed,06/12/2015,15-02573571,Sanitation Code Violation,Standing water,1015 N HONORE ST,60622,1163882.94572401,1906800.4973896,1,12,24,41.899889665481886,-87.67349794507112,"(41.899889665481886, -87.67349794507112)"
06/14/2015,Completed,06/15/2015,15-02700965,Sanitation Code Violation,Standing water,1350 W FLETCHER ST,60657,1167104.47509165,1921039.17268207,32,19,6,41.9388928141148,-87.66125540193029,"(41.9388928141148, -87.66125540193029)"
06/10/2015,Completed,06/15/2015,15-02606704,Sanitation Code Violation,Standing water,317 S THROOP ST,60607,1167776.18517997,1898566.98988164,28,12,28,41.87721327308876,-87.65943557932508,"(41.87721327308876, -87.65943557932508)"
06/01/2015,Completed,06/15/2015,15-02385043,Sanitation Code Violation,Standing water,1242 W VAN BUREN ST,60607,1168154.38826723,1898310.71561992,28,12,28,41.87650187984825,-87.65805433529746,"(41.87650187984825, -87.65805433529746)"
05/27/2015,Completed,06/15/2015,15-02276377,Sanitation Code Violation,Standing water,315 S THROOP ST,60607,1167775.48517997,1898589.98988164,28,12,28,41.87727640194174,-87.65943748644229,"(41.87727640194174, -87.65943748644229)"
06/15/2015,Completed,06/16/2015,15-02728704,Sanitation Code Violation,Standing water,1821 N PAULINA ST,60622,1164727.94639653,1912193.3998668,32,14,22,41.91467028426477,-87.67024112853127,"(41.91467028426477, -87.67024112853127)"
06/18/2015,Completed,06/18/2015,15-02793372,Sanitation Code Violation,Standing water,2055 W SCHOOL ST,60618,1161986.42019109,1921903.92841007,32,19,5,41.94137431926077,-87.68004129048249,"(41.94137431926077, -87.68004129048249)"
06/18/2015,Completed,06/19/2015,15-02797632,Sanitation Code Violation,Standing water,5700 N ASHLAND AVE,60660,1164632.70911619,1937865.32946649,40,20,77,41.985117316458286,-87.66986090563049,"(41.985117316458286, -87.66986090563049)"
06/18/2015,Completed,06/22/2015,15-02798967,Sanitation Code Violation,Standing water,2320 W THOMAS ST,60622,1160740.17346581,1907265.46569235,1,12,24,41.901231325203916,-87.68502848418437,"(41.901231325203916, -87.68502848418437)"
06/16/2015,Completed,06/22/2015,15-02761015,Sanitation Code Violation,Standing water,1502 W CULLOM AVE,60613,1165286.55059765,1928639.40072339,47,19,6,41.95978711297734,-87.66771978112483,"(41.95978711297734, -87.66771978112483)"
06/22/2015,Completed,06/23/2015,15-02905524,Sanitation Code Violation,Standing water,2851 W ARTHUR AVE,60645,1156057.05113287,1942990.05282968,50,24,2,41.999357743721944,-87.70126233824104,"(41.999357743721944, -87.70126233824104)"
06/19/2015,Completed,06/23/2015,15-02837036,Sanitation Code Violation,Standing water,3052 W LYNDALE ST,60647,1155650.01791333,1914931.70598157,32,14,22,41.92237217019389,-87.70351837511762,"(41.92237217019389, -87.70351837511762)"
06/15/2015,Completed,06/23/2015,15-02724454,Sanitation Code Violation,Standing water,944 W DIVERSEY PKWY,60614,1169399.29998166,1918783.99989337,44,19,6,41.93265483930075,-87.6528871751226,"(41.93265483930075, -87.6528871751226)"
06/23/2015,Completed,06/24/2015,15-02931478,Sanitation Code Violation,Standing water,2320 W THOMAS ST,60622,1160740.17346581,1907265.46569235,1,12,24,41.901231325203916,-87.68502848418437,"(41.901231325203916, -87.68502848418437)"
06/23/2015,Completed,06/24/2015,15-02931911,Sanitation Code Violation,Standing water,2136 W HURON ST,60612,1162036.24217318,1904654.26731987,1,12,24,41.89403901554835,-87.68034090684662,"(41.89403901554835, -87.68034090684662)"
05/31/2015,Completed,06/24/2015,15-02368732,Sanitation Code Violation,Standing water,1109 W 32ND PL,60608,1169413.97761981,1883276.58562688,11,9,60,41.83521967743348,-87.65386637684753,"(41.83521967743348, -87.65386637684753)"
06/24/2015,Completed,06/25/2015,15-02953422,Sanitation Code Violation,Standing water,2320 W THOMAS ST,60622,1160740.17346581,1907265.46569235,1,12,24,41.901231325203916,-87.68502848418437,"(41.901231325203916, -87.68502848418437)"
06/25/2015,Completed,06/25/2015,15-02964496,Sanitation Code Violation,Standing water,3559 S MAPLEWOOD AVE,60632,1159941.43242446,1880981.61972332,12,9,58,41.82912238285788,-87.68868729134964,"(41.82912238285788, -87.68868729134964)"
06/23/2015,Completed,06/25/2015,15-02932111,Sanitation Code Violation,Standing water,5130 S MENARD AVE,60638,1138565.23297262,1870009.80521722,14,8,56,41.79942732900046,-87.76738189776877,"(41.79942732900046, -87.76738189776877)"
06/22/2015,Completed - Dup,06/25/2015,15-02903552,Sanitation Code Violation,Standing water,715 N TROY ST,60612,1155246.52617513,1904594.49161586,27,12,23,41.89401407621356,-87.70527903785445,"(41.89401407621356, -87.70527903785445)"
06/22/2015,Completed,06/25/2015,15-02903447,Sanitation Code Violation,Standing water,707 N TROY ST,60612,1155248.12617513,1904540.69161586,27,12,23,41.893866411818244,-87.70527460791145,"(41.893866411818244, -87.70527460791145)"
06/22/2015,Completed,06/25/2015,15-02903514,Sanitation Code Violation,Standing water,713 N TROY ST,60612,1155246.92617513,1904581.09161586,27,12,23,41.89397729731979,-87.70527792902298,"(41.89397729731979, -87.70527792902298)"
06/22/2015,Completed,06/25/2015,15-02903516,Sanitation Code Violation,Standing water,715 N TROY ST,60612,1155246.52617513,1904594.49161586,27,12,23,41.89401407621356,-87.70527903785445,"(41.89401407621356, -87.70527903785445)"
06/04/2015,Completed,06/25/2015,15-02464881,Sanitation Code Violation,Standing water,1951 E 85TH ST,60617,1190759.79702239,1849004.07558541,8,4,45,41.74068347303031,-87.57665002248953,"(41.74068347303031, -87.57665002248953)"
06/23/2015,Completed,06/26/2015,15-02924364,Sanitation Code Violation,Standing water,130 N DEARBORN ST,60602,1175925.30668311,1901074.28077776,42,1,32,41.883913948345196,-87.62943909418537,"(41.883913948345196, -87.62943909418537)"
06/09/2015,Completed,06/26/2015,15-02586062,Sanitation Code Violation,Standing water,4618 W 59TH ST,60629,1146596.96082608,1864992.50751091,13,8,56,41.78551017498651,-87.73805442007708,"(41.78551017498651, -87.73805442007708)"
06/28/2015,Completed,06/28/2015,15-03033581,Sanitation Code Violation,Standing water,811 S WELLS ST,60607,1174835.94327147,1896728.19013255,25,1,32,41.87201245676995,-87.63356942210581,"(41.87201245676995, -87.63356942210581)"
06/28/2015,Completed,06/29/2015,15-03040856,Sanitation Code Violation,Standing water,8001 W IRVING PARK RD,60634,1121983.72011872,1925609.47792073,38,16,17,41.95228525722323,-87.82698932034785,"(41.95228525722323, -87.82698932034785)"
06/26/2015,Completed,06/29/2015,15-02997317,Sanitation Code Violation,Standing water,2859 W EASTWOOD AVE,60625,1156334.54519218,1930705.92007722,33,17,14,41.96564385669269,-87.7005753505869,"(41.96564385669269, -87.7005753505869)"
06/26/2015,Completed,06/29/2015,15-03006948,Sanitation Code Violation,Standing water,4614 N MANOR AVE,60625,1156509.16487604,1930499.56648504,33,17,14,41.9650740702212,-87.6999389175486,"(41.9650740702212, -87.6999389175486)"
06/09/2015,Completed - Dup,06/29/2015,15-02585018,Sanitation Code Violation,Standing water,715 N TROY ST,60612,1155246.52617513,1904594.49161586,27,12,23,41.89401407621356,-87.70527903785445,"(41.89401407621356, -87.70527903785445)"
06/09/2015,Completed,06/29/2015,15-02584919,Sanitation Code Violation,Standing water,707 N TROY ST,60612,1155248.12617513,1904540.69161586,27,12,23,41.893866411818244,-87.70527460791145,"(41.893866411818244, -87.70527460791145)"
06/09/2015,Completed,06/29/2015,15-02584925,Sanitation Code Violation,Standing water,713 N TROY ST,60612,1155246.92617513,1904581.09161586,27,12,23,41.89397729731979,-87.70527792902298,"(41.89397729731979, -87.70527792902298)"
06/09/2015,Completed,06/29/2015,15-02585017,Sanitation Code Violation,Standing water,715 N TROY ST,60612,1155246.52617513,1904594.49161586,27,12,23,41.89401407621356,-87.70527903785445,"(41.89401407621356, -87.70527903785445)"
06/09/2015,Completed,06/29/2015,15-02585019,Sanitation Code Violation,Standing water,717 N TROY ST,60612,1155246.12617513,1904607.99161586,27,12,23,41.8940511295165,-87.70528014399854,"(41.8940511295165, -87.70528014399854)"
06/27/2015,Completed,06/30/2015,15-03021698,Sanitation Code Violation,Standing water,3430 N ASHLAND AVE,60657,1165043.49330364,1922846.34207375,47,19,6,41.94389586841162,-87.66877851318883,"(41.94389586841162, -87.66877851318883)"
06/25/2015,Completed,07/01/2015,15-02982872,Sanitation Code Violation,Standing water,2965 N SHERIDAN RD,60657,1173056.14947569,1920022.79607516,44,19,6,41.93597371658171,-87.63941190445202,"(41.93597371658171, -87.63941190445202)"
06/30/2015,Completed,07/07/2015,15-03108321,Sanitation Code Violation,Standing water,33 N MENARD AVE,60644,1137716.48172331,1899665.27972548,29,15,25,41.880821755745764,-87.76978097045438,"(41.880821755745764, -87.76978097045438)"
07/10/2015,Completed,07/12/2015,15-03320722,Sanitation Code Violation,Standing water,1855 N LUNA AVE,60639,1139098.08357067,1911930.51187866,37,25,25,41.914454040908,-87.76440910280911,"(41.914454040908, -87.76440910280911)"
07/13/2015,Completed,07/14/2015,15-03384806,Sanitation Code Violation,Standing water,3072 W PALMER BLVD,60647,1155345.06120855,1914604.61771133,32,14,22,41.92148075436605,-87.7046476942373,"(41.92148075436605, -87.7046476942373)"
07/12/2015,Completed,07/14/2015,15-03353892,Sanitation Code Violation,Standing water,3516 N PARIS AVE,60634,1121122.57501565,1922280.45929392,38,16,17,41.943163923662645,-87.8302268224811,"(41.943163923662645, -87.8302268224811)"
07/14/2015,Completed,07/15/2015,15-03389543,Sanitation Code Violation,Standing water,2151 W SCHOOL ST,60618,1161346.30013379,1921888.61723043,32,19,5,41.94134566713032,-87.6823944107841,"(41.94134566713032, -87.6823944107841)"
07/08/2015,Completed,07/15/2015,15-03282959,Sanitation Code Violation,Standing water,5308 N NORDICA AVE,60656,1128616.77242719,1934787.74788669,41,16,10,41.97736128725681,-87.80239645744976,"(41.97736128725681, -87.80239645744976)"
07/13/2015,Completed,07/17/2015,15-03374175,Sanitation Code Violation,Standing water,1422 W BYRON ST,60613,1166273.01926936,1926003.65469552,47,19,6,41.95253343200703,-87.66416875565508,"(41.95253343200703, -87.66416875565508)"
06/22/2015,Completed,07/18/2015,15-02905257,Sanitation Code Violation,Standing water,717 N TROY ST,60612,1155246.12617513,1904607.99161586,27,12,23,41.8940511295165,-87.70528014399854,"(41.8940511295165, -87.70528014399854)"
07/19/2015,Completed,07/20/2015,15-03505761,Sanitation Code Violation,Standing water,1638 W DIVERSEY PKWY,60614,1164810.74987962,1918650.32362744,32,19,6,41.93238671743736,-87.66975334991112,"(41.93238671743736, -87.66975334991112)"
07/18/2015,Completed,07/20/2015,15-03487539,Sanitation Code Violation,Standing water,1520 W JUNEWAY TER,60626,1164805.16567384,1951398.77789336,49,24,1,42.022249725535666,-87.66884031649799,"(42.022249725535666, -87.66884031649799)"
07/18/2015,Completed,07/20/2015,15-03492790,Sanitation Code Violation,Standing water,4416 W WILSON AVE,60630,1145837.80772451,1930202.914728,39,17,16,41.96446980138129,-87.73918279871103,"(41.96446980138129, -87.73918279871103)"
07/18/2015,Completed,07/20/2015,15-03492791,Sanitation Code Violation,Standing water,4418 W WILSON AVE,60630,1146010.70772451,1930206.614728,39,17,16,41.9644766627328,-87.73854699243601,"(41.9644766627328, -87.73854699243601)"
07/02/2015,Completed,07/20/2015,15-03151029,Sanitation Code Violation,Standing water,3853 N ST LOUIS AVE,60618,1152369.32032898,1925475.78366933,35,17,16,41.951371435507596,-87.71529341845591,"(41.951371435507596, -87.71529341845591)"
07/03/2015,Completed,07/20/2015,15-03171297,Sanitation Code Violation,Standing water,1637 N HUMBOLDT SD,60647,1156218.66453351,1910777.95128119,1,14,24,41.910962450951914,-87.7015414203296,"(41.910962450951914, -87.7015414203296)"
07/14/2015,Completed,07/21/2015,15-03400703,Sanitation Code Violation,Standing water,5227 S LOREL AVE,60638,1141580.04968448,1869457.62760302,14,8,56,41.79785706002418,-87.75633917923969,"(41.79785706002418, -87.75633917923969)"
